Product.Name;Well_ID_384;Row_ID_384;Col_ID_384;Target;Pathway;concentration;Library_ID
Clindamycin palmitate HCl;F01;F;1;Others;Others;NA;6
Dexmedetomidine;F02;F;2;Adrenergic Receptor;Neuronal Signaling;NA;6
Buflomedil HCl;F03;F;3;Others;Others;NA;6
Moguisteine;F04;F;4;Others;Others;NA;6
Ciprofibrate;F05;F;5;PPAR;DNA Damage;NA;6
Dexamethasone Acetate;F06;F;6;Others;Others;NA;6
TG101348 (SAR302503);F07;F;7;JAK;JAK/STAT;NA;6
Milnacipran HCl;F08;F;8;Others;Others;NA;6
Sotrastaurin;F09;F;9;PKC;TGF-beta/Smad;NA;6
Ethynodiol diacetate;F10;F;10;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;6
Carfilzomib (PR-171);F11;F;11;Proteasome;Proteases;NA;6
Atomoxetine HCl;F12;F;12;5-HT Receptor;Neuronal Signaling;NA;6
Carbazochrome sodium sulfonate (AC-17);F13;F;13;Others;Others;NA;6
Azatadine dimaleate;F14;F;14;Histamine Receptor;Neuronal Signaling;NA;6
Niflumic acid;F15;F;15;GABA Receptor;Neuronal Signaling;NA;6
Meptazinol HCl;F16;F;16;Others;GPCR & G Protein;NA;6
Vildagliptin (LAF-237);F17;F;17;DPP-4;Proteases;NA;6
Doxycycline HCl;F18;F;18;MMP;Proteases;NA;6
Otilonium Bromide;F19;F;19;AChR;Neuronal Signaling;NA;6
Avanafil;F20;F;20;PDE;Metabolism;NA;6
Epinephrine HCl;F21;F;21;Adrenergic Receptor;Neuronal Signaling;NA;6
Aclidinium Bromide;F22;F;22;AChR;Neuronal Signaling;NA;6
Elacridar (GF120918);F23;F;23;P-gp;Transmembrane Transporters;NA;6
Pexidartinib (PLX3397);F24;F;24;CSF-1R;Protein Tyrosine Kinase;NA;6
Pramipexole;G01;G;1;Dopamine Receptor;Neuronal Signaling;NA;6
Tetrahydrozoline HCl;G02;G;2;Adrenergic Receptor;Neuronal Signaling;NA;6
Lincomycin HCl;G03;G;3;Others;Others;NA;6
DMSO;G04;G;4;NA;NA;NA;6
Nateglinide;G05;G;5;Potassium Channel;Transmembrane Transporters;NA;6
Levobupivacaine HCl;G06;G;6;Sodium Channel;Transmembrane Transporters;NA;6
Phenoxybenzamine HCl;G07;G;7;Androgen Receptor;GPCR & G Protein;NA;6
DMSO;G08;G;8;NA;NA;NA;6
Spectinomycin HCl;G09;G;9;Others;Others;NA;6
Triamterene;G10;G;10;Sodium Channel;Transmembrane Transporters;NA;6
L-Adrenaline;G11;G;11;Others;Neuronal Signaling;NA;6
DMSO;G12;G;12;NA;NA;NA;6
Miconazole;G13;G;13;Others;Others;NA;6
Voglibose;G14;G;14;Others;Others;NA;6
Tolterodine tartrate;G15;G;15;AChR;Neuronal Signaling;NA;6
DMSO;G16;G;16;NA;NA;NA;6
Amiloride hydrochloride dihydrate;G17;G;17;Sodium Channel;Transmembrane Transporters;NA;6
Troxipide;G18;G;18;Others;Others;NA;6
Tetracaine HCl;G19;G;19;Calcium Channel;Transmembrane Transporters;NA;6
DMSO;G20;G;20;NA;NA;NA;6
Clobetasol propionate;G21;G;21;Others;Others;NA;6
Penicillin G Sodium;G22;G;22;Others;Others;NA;6
Pilaralisib (XL147);G23;G;23;PI3K;PI3K/Akt/mTOR;NA;6
DMSO;G24;G;24;NA;NA;NA;6
Oseltamivir Phosphate;H01;H;1;Others;Others;NA;6
Foscarnet Sodium;H02;H;2;Others;Others;NA;6
Fluocinonide;H03;H;3;Others;Others;NA;6
Nadifloxacin;H04;H;4;Others;Others;NA;6
Dolutegravir (GSK1349572);H05;H;5;Integrase;Microbiology;NA;6
Trimethoprim;H06;H;6;Others;Others;NA;6
Tivantinib (ARQ 197);H07;H;7;c-Met;Protein Tyrosine Kinase;NA;6
Darifenacin HBr;H08;H;8;AChR;Neuronal Signaling;NA;6
Sofosbuvir (PSI-7977, GS-7977);H09;H;9;DNA/RNA Synthesis;DNA Damage;NA;6
Sertaconazole nitrate;H10;H;10;Others;Others;NA;6
Alogliptin;H11;H;11;DPP-4;Proteases;NA;6
Betahistine 2HCl;H12;H;12;Histamine Receptor;Neuronal Signaling;NA;6
Clevudine;H13;H;13;DNA/RNA Synthesis;DNA Damage;NA;6
(+,-)-Octopamine HCl;H14;H;14;Others;Others;NA;6
Ciclopirox ethanolamine;H15;H;15;ATPase;Transmembrane Transporters;NA;6
Fexofenadine HCl;H16;H;16;Histamine Receptor;Neuronal Signaling;NA;6
Daunorubicin HCl;H17;H;17;Telomerase;DNA Damage;NA;6
Pentamidine;H18;H;18;Others;Others;NA;6
Bosentan Hydrate;H19;H;19;ETA Receptor;GPCR & G Protein;NA;6
Sodium Picosulfate;H20;H;20;Others;Others;NA;6
Diclofenac Potassium;H21;H;21;Others;Others;NA;6
Diphemanil Methylsulfate;H22;H;22;AChR;Neuronal Signaling;NA;6
Emricasan;H23;H;23;caspase;Apoptosis;NA;6
CB1954;H24;H;24;others;Others;NA;6
Domperidone;I01;I;1;Dopamine Receptor;Neuronal Signaling;NA;6
Toltrazuril;I02;I;2;Others;Others;NA;6
Loperamide HCl;I03;I;3;Opioid Receptor;Neuronal Signaling;NA;6
DMSO;I04;I;4;NA;NA;NA;6
Nitrendipine;I05;I;5;Calcium Channel;Transmembrane Transporters;NA;6
Ronidazole;I06;I;6;Others;Others;NA;6
Propafenone HCl;I07;I;7;Sodium Channel;Transmembrane Transporters;NA;6
DMSO;I08;I;8;NA;NA;NA;6
Sulfadoxine;I09;I;9;Others;Others;NA;6
Sulfacetamide Sodium;I10;I;10;Autophagy;Ubiquitin;NA;6
Phenytoin sodium;I11;I;11;Sodium Channel;Transmembrane Transporters;NA;6
DMSO;I12;I;12;NA;NA;NA;6
Secnidazole;I13;I;13;Others;Others;NA;6
Eprosartan Mesylate;I14;I;14;Others;Others;NA;6
Sulbactam sodium;I15;I;15;Others;Others;NA;6
DMSO;I16;I;16;NA;NA;NA;6
Clomifene citrate;I17;I;17;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;6
Clorprenaline HCl;I18;I;18;Others;Others;NA;6
Tetracycline HCl;I19;I;19;Others;Others;NA;6
DMSO;I20;I;20;NA;NA;NA;6
Brompheniramine hydrogen maleate;I21;I;21;Histamine Receptor;Neuronal Signaling;NA;6
Benzoic Acid;I22;I;22;Others;Others;NA;6
Voxtalisib (XL765, SAR245409);I23;I;23;mTOR,PI3K;Angiogenesis;NA;6
DMSO;I24;I;24;NA;NA;NA;6
L-Thyroxine;J01;J;1;Others;Others;NA;6
Tazobactam;J02;J;2;Others;Others;NA;6
Lonidamine;J03;J;3;Others;Others;NA;6
Pidotimod;J04;J;4;Others;Others;NA;6
Trametinib (GSK1120212);J05;J;5;MEK;MAPK;NA;6
Biotin (Vitamin B7);J06;J;6;Others;Others;NA;6
Varlitinib;J07;J;7;EGFR;Protein Tyrosine Kinase;NA;6
Entacapone;J08;J;8;Others;Epigenetics;NA;6
Lonafarnib;J09;J;9;Others;Metabolism;NA;6
Tylosin tartrate;J10;J;10;Others;Others;NA;6
Camostat Mesilate;J11;J;11;HCV Protease;Others;NA;6
Brinzolamide;J12;J;12;Carbonic Anhydrase;Metabolism;NA;6
Rivaroxaban;J13;J;13;Factor Xa;Metabolism;NA;6
Ropinirole HCl;J14;J;14;Others;Others;NA;6
Rimonabant;J15;J;15;Cannabinoid Receptor;GPCR & G Protein;NA;6
Moclobemide (Ro 111163);J16;J;16;MAO;Metabolism;NA;6
Pravastatin sodium;J17;J;17;HMG-CoA Reductase;Metabolism;NA;6
Mirabegron;J18;J;18;Adrenergic Receptor;Neuronal Signaling;NA;6
Rupatadine Fumarate;J19;J;19;Histamine Receptor;Neuronal Signaling;NA;6
Tolcapone;J20;J;20;Transferase;Metabolism;NA;6
Diclofenac Diethylamine;J21;J;21;Others;Others;NA;6
Vitamin D2;J22;J;22;Others;Others;NA;6
Sunitinib;J23;J;23;PDGFR;Protein Tyrosine Kinase;NA;6
Eliglustat Tartrate;J24;J;24;Others;Others;NA;6
Estriol;K01;K;1;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;6
Pheniramine Maleate;K02;K;2;Others;Others;NA;6
Manidipine;K03;K;3;Calcium Channel;Transmembrane Transporters;NA;6
DMSO;K04;K;4;NA;NA;NA;6
Novobiocin Sodium;K05;K;5;Others;Others;NA;6
Vitamin D3;K06;K;6;Others;Others;NA;6
Racecadotril;K07;K;7;Opioid Receptor;Neuronal Signaling;NA;6
DMSO;K08;K;8;NA;NA;NA;6
Tenoxicam;K09;K;9;Others;Others;NA;6
Spiramycin;K10;K;10;Others;Others;NA;6
Phenytoin;K11;K;11;Sodium Channel;Transmembrane Transporters;NA;6
DMSO;K12;K;12;NA;NA;NA;6
Acetanilide;K13;K;13;Others;Others;NA;6
Closantel Sodium;K14;K;14;Others;Others;NA;6
Azelastine HCl;K15;K;15;Histamine Receptor;Neuronal Signaling;NA;6
DMSO;K16;K;16;NA;NA;NA;6
Cloxacillin Sodium;K17;K;17;Others;Others;NA;6
Carprofen;K18;K;18;Others;Others;NA;6
Xylometazoline HCl;K19;K;19;Others;Others;NA;6
DMSO;K20;K;20;NA;NA;NA;6
Dimethyl Fumarate;K21;K;21;Others;Others;NA;6
Benzethonium Chloride;K22;K;22;Others;Others;NA;6
Defactinib (VS-6063, PF-04554878);K23;K;23;FAK;Angiogenesis;NA;6
DMSO;K24;K;24;NA;NA;NA;6
Gliclazide;L01;L;1;Others;Transmembrane Transporters;NA;6
Beclomethasone dipropionate;L02;L;2;Others;Others;NA;6
Clorsulon;L03;L;3;Others;Others;NA;6
Pyridoxine HCl;L04;L;4;Others;Others;NA;6
Ibrutinib (PCI-32765);L05;L;5;Src;Angiogenesis;NA;6
Sulfamerazine;L06;L;6;Others;Others;NA;6
TH-302;L07;L;7;Others;Others;NA;6
Estradiol valerate;L08;L;8;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;6
Galeterone;L09;L;9;Androgen Receptor, P450;Endocrinology & Hormones;NA;6
Benztropine mesylate;L10;L;10;Histamine Receptor;Neuronal Signaling;NA;6
Prucalopride;L11;L;11;5-HT Receptor;Neuronal Signaling;NA;6
Carbenicillin disodium;L12;L;12;Others;Others;NA;6
Paroxetine HCl;L13;L;13;5-HT Receptor;Neuronal Signaling;NA;6
Azlocillin sodium salt;L14;L;14;Others;Others;NA;6
Cabazitaxel;L15;L;15;Others;Others;NA;6
Pergolide mesylate;L16;L;16;Dopamine Receptor;Neuronal Signaling;NA;6
Bepotastine Besilate;L17;L;17;Histamine Receptor;Neuronal Signaling;NA;6
Acebutolol HCl;L18;L;18;Adrenergic Receptor;Neuronal Signaling;NA;6
Azelnidipine;L19;L;19;Calcium Channel;Transmembrane Transporters;NA;6
Probenecid;L20;L;20;Others;Others;NA;6
Ambroxol HCl;L21;L;21;Sodium Channel;Transmembrane Transporters;NA;6
Doxapram HCl;L22;L;22;Others;Others;NA;6
Dasatinib Monohydrate;L23;L;23;Src;Angiogenesis;NA;6
Ulixertinib (BVD-523, VRT752271);L24;L;24;ERK;MAPK;NA;6
Famciclovir;M01;M;1;Others;Others;NA;6
Estradiol Cypionate;M02;M;2;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;6
Manidipine 2HCl;M03;M;3;Calcium Channel;Transmembrane Transporters;NA;6
DMSO;M04;M;4;NA;NA;NA;6
Olanzapine;M05;M;5;5-HT Receptor, Dopamine Receptor;Neuronal Signaling;NA;6
Escitalopram Oxalate;M06;M;6;5-HT Receptor;Neuronal Signaling;NA;6
Ribavirin;M07;M;7;Others;Others;NA;6
DMSO;M08;M;8;NA;NA;NA;6
Vardenafil HCl Trihydrate;M09;M;9;PDE;Metabolism;NA;6
Lomerizine HCl;M10;M;10;Others;Others;NA;6
Ciclopirox;M11;M;11;Others;Others;NA;6
DMSO;M12;M;12;NA;NA;NA;6
Clomipramine HCl;M13;M;13;5-HT Receptor;Neuronal Signaling;NA;6
Closantel;M14;M;14;Others;Others;NA;6
5-Aminolevulinic acid HCl;M15;M;15;Others;Others;NA;6
DMSO;M16;M;16;NA;NA;NA;6
Amoxicillin Sodium;M17;M;17;Others;Others;NA;6
Dropropizine;M18;M;18;Others;Others;NA;6
Phenacetin;M19;M;19;COX;Neuronal Signaling;NA;6
DMSO;M20;M;20;NA;NA;NA;6
Miglitol;M21;M;21;MGAM;Others;NA;6
Doxofylline;M22;M;22;Others;Others;NA;6
Obeticholic Acid;M23;M;23;FXR;Others;NA;6
DMSO;M24;M;24;NA;NA;NA;6
Acemetacin;N01;N;1;Others;Neuronal Signaling;NA;6
Atovaquone;N02;N;2;Others;Others;NA;6
Arecoline;N03;N;3;AChR;Neuronal Signaling;NA;6
Vitamin C;N04;N;4;Others;Others;NA;6
Resminostat;N05;N;5;HDAC;Epigenetics;NA;6
Sulfamethazine;N06;N;6;Others;Others;NA;6
Canagliflozin;N07;N;7;SGLT;GPCR & G Protein;NA;6
Articaine HCl;N08;N;8;Others;Others;NA;6
Dabrafenib (GSK2118436);N09;N;9;Raf;MAPK;NA;6
Altrenogest;N10;N;10;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;6
Cobicistat (GS-9350);N11;N;11;P450 (e.g. CYP17);Metabolism;NA;6
Eletriptan HBr;N12;N;12;5-HT Receptor;Neuronal Signaling;NA;6
Zaltoprofen;N13;N;13;COX;Neuronal Signaling;NA;6
Azacyclonol;N14;N;14;Others;Others;NA;6
Bufexamac;N15;N;15;HDAC;Neuronal Signaling;NA;6
Cabozantinib malate (XL184);N16;N;16;VEGFR;Protein Tyrosine Kinase;NA;6
Fosaprepitant dimeglumine salt;N17;N;17;Others;Others;NA;6
Ampiroxicam;N18;N;18;COX;Neuronal Signaling;NA;6
Alverine Citrate;N19;N;19;Others;Others;NA;6
Procaine HCl;N20;N;20;Sodium Channel;Transmembrane Transporters;NA;6
Naloxone HCl;N21;N;21;Opioid Receptor;Neuronal Signaling;NA;6
Dibucaine HCl;N22;N;22;Sodium Channel;Transmembrane Transporters;NA;6
Erlotinib;N23;N;23;EGFR;Protein Tyrosine Kinase;NA;6
Tenofovir Alafenamide (GS-7340);N24;N;24;Reverse Transcriptase;Microbiology;NA;6
Fluocinolone Acetonide;O01;O;1;Others;Others;NA;6
Bisacodyl;O02;O;2;Others;Others;NA;6
Milrinone;O03;O;3;ATPase;Metabolism;NA;6
DMSO;O04;O;4;NA;NA;NA;6
Olopatadine HCl;O05;O;5;Histamine Receptor;Neuronal Signaling;NA;6
Guanabenz Acetate;O06;O;6;Adrenergic Receptor;Neuronal Signaling;NA;6
Rosiglitazone maleate;O07;O;7;PPAR;Metabolism;NA;6
DMSO;O08;O;8;NA;NA;NA;6
Xylazine HCl;O09;O;9;Adrenergic Receptor;Neuronal Signaling;NA;6
Levobetaxolol HCl;O10;O;10;Others;Others;NA;6
Dopamine HCl;O11;O;11;Dopamine Receptor;Neuronal Signaling;NA;6
DMSO;O12;O;12;NA;NA;NA;6
Phenformin HCl;O13;O;13;AMPK;PI3K/Akt/mTOR;NA;6
Clofazimine;O14;O;14;Others;Others;NA;6
Clarithromycin;O15;O;15;P450;Metabolism;NA;6
DMSO;O16;O;16;NA;NA;NA;6
Isoprenaline HCl;O17;O;17;Adrenergic Receptor;Neuronal Signaling;NA;6
Cyclizine 2HCl;O18;O;18;Histamine Receptor;Neuronal Signaling;NA;6
Zidovudine;O19;O;19;Others;Microbiology;NA;6
DMSO;O20;O;20;NA;NA;NA;6
Pioglitazone;O21;O;21;Others;Others;NA;6
Benzydamine HCl;O22;O;22;Others;Others;NA;6
LCZ696;O23;O;23;RAAS;Endocrinology & Hormones;NA;6
DMSO;O24;O;24;NA;NA;NA;6
Tioxolone;P01;P;1;Carbonic Anhydrase;Metabolism;NA;6
Etravirine (TMC125);P02;P;2;Reverse Transcriptase;Microbiology;NA;6
Noradrenaline bitartrate monohydrate;P03;P;3;Others;Others;NA;6
Sulfathiazole;P04;P;4;Others;Others;NA;6
Nilvadipine;P05;P;5;Calcium Channel;Transmembrane Transporters;NA;6
Sodium salicylate;P06;P;6;Others;Others;NA;6
Dinaciclib (SCH727965);P07;P;7;CDK;Cell Cycle;NA;6
Gliquidone;P08;P;8;Others;Transmembrane Transporters;NA;6
BYL719;P09;P;9;PI3K;PI3K/Akt/mTOR;NA;6
Ampicillin sodium;P10;P;10;Others;Others;NA;6
S-Ruxolitinib (INCB018424);P11;P;11;JAK;JAK/STAT;NA;6
Flumequine;P12;P;12;Others;DNA Damage;NA;6
Pazopanib;P13;P;13;VEGFR;Protein Tyrosine Kinase;NA;6
Reboxetine mesylate;P14;P;14;Others;Others;NA;6
Lamotrigine;P15;P;15;Sodium Channel;Transmembrane Transporters;NA;6
Sitagliptin phosphate monohydrate;P16;P;16;DPP-4;Proteases;NA;6
Rofecoxib;P17;P;17;COX;Neuronal Signaling;NA;6
Desloratadine;P18;P;18;Histamine Receptor;Neuronal Signaling;NA;6
Azilsartan Medoxomil;P19;P;19;RAAS;Endocrinology & Hormones;NA;6
Homatropine Methylbromide;P20;P;20;AChR;Neuronal Signaling;NA;6
Chlorhexidine HCl;P21;P;21;Others;Others;NA;6
Methazolamide;P22;P;22;Carbonic Anhydrase;Metabolism;NA;6
Docetaxel Trihydrate;P23;P;23;Microtubule Associated;Cytoskeletal Signaling;NA;6
Oltipraz;P24;P;24;Others;Others;NA;6
Chlorpropamide;A01;A;1;Others;Others;NA;7
DMSO;A02;A;2;NA;NA;NA;7
Uracil;A03;A;3;Others;Others;NA;7
Carbimazole;A04;A;4;Others;Others;NA;7
Cyclandelate;A05;A;5;Others;Others;NA;7
DMSO;A06;A;6;NA;NA;NA;7
Antazoline HCl;A07;A;7;Others;Others;NA;7
Tinidazole;A08;A;8;Others;Others;NA;7
Chlorocresol;A09;A;9;Others;Others;NA;7
DMSO;A10;A;10;NA;NA;NA;7
Bosentan;A11;A;11;Others;GPCR & G Protein;NA;7
Loxapine Succinate;A12;A;12;Others;Others;NA;7
Oxaprozin;A13;A;13;Others;Others;NA;7
DMSO;A14;A;14;NA;NA;NA;7
Prucalopride Succinat;A15;A;15;Others;Others;NA;7
Estradiol Benzoate;A16;A;16;Others;Others;NA;7
Diacerein;A17;A;17;Others;Others;NA;7
DMSO;A18;A;18;NA;NA;NA;7
Cyclobenzaprine HCl;A19;A;19;Others;Others;NA;7
Dinitolmide;A20;A;20;Others;Others;NA;7
Diphenidol HCl;A21;A;21;AChR;Neuronal Signaling;NA;7
DMSO;A22;A;22;NA;NA;NA;7
Apremilast (CC-10004);A23;A;23;PDE;Metabolism;NA;7
Epacadostat (INCB024360);A24;A;24;IDO;Metabolism;NA;7
Benzthiazide;B01;B;1;Others;Others;NA;7
Dehydrocholic acid;B02;B;2;others;Others;NA;7
Metaproterenol Sulfate;B03;B;3;Others;Others;NA;7
Sulfabenzamide;B04;B;4;others;Others;NA;7
Procyclidine HCl;B05;B;5;Others;Others;NA;7
Succinylsulfathiazole;B06;B;6;others;Others;NA;7
Noscapine HCl;B07;B;7;Others;Others;NA;7
Lercanidipine (hydrochloride);B08;B;8;Calcium Channel;Transmembrane Transporters;NA;7
Imipramine HCl;B09;B;9;Others;Others;NA;7
2,2_-Dihydroxy-4-methoxybenzophenone;B10;B;10;others;Others;NA;7
Diperodon HCl;B11;B;11;Others;Others;NA;7
Itopride hydrochloride;B12;B;12;AChR;Neuronal Signaling;NA;7
Mefloquine HCl;B13;B;13;Others;Others;NA;7
Prochlorperazine dimaleate salt;B14;B;14;Dopamine Receptor;Neuronal Signaling;NA;7
(+)-Camphor;B15;B;15;others;Others;NA;7
Brexpiprazole;B16;B;16;Dopamine Receptor;Neuronal Signaling;NA;7
Fenofibric acid;B17;B;17;PPAR;Metabolism;NA;7
Atipamezole hydrochloride;B18;B;18;Adrenergic receptor;GPCR & G Protein;NA;7
Salicylic acid;B19;B;19;COX;Neuronal Signaling;NA;7
Nandrolone;B20;B;20;others;Others;NA;7
Bithionol;B21;B;21;cAMP;GPCR & G Protein;NA;7
Lidocaine hydrochloride;B22;B;22;others;Others;NA;7
Radotinib;B23;B;23;Bcr-Abl;Angiogenesis;NA;7
Olmutinib (HM61713, BI 1482694);B24;B;24;EGFR;Protein Tyrosine Kinase;NA;7
Cyromazine;C01;C;1;Others;Others;NA;7
DMSO;C02;C;2;NA;NA;NA;7
Climbazole;C03;C;3;Others;Others;NA;7
Valdecoxib;C04;C;4;COX;Neuronal Signaling;NA;7
Cinchophen;C05;C;5;Others;Others;NA;7
DMSO;C06;C;6;NA;NA;NA;7
Tolperisone HCl;C07;C;7;Others;Others;NA;7
Guanidine HCl;C08;C;8;Others;Others;NA;7
Benzocaine;C09;C;9;Others;Others;NA;7
DMSO;C10;C;10;NA;NA;NA;7
Benzbromarone;C11;C;11;Others;Others;NA;7
Flumethasone;C12;C;12;Others;Others;NA;7
Zoxazolamine;C13;C;13;Others;Others;NA;7
DMSO;C14;C;14;NA;NA;NA;7
Bromfenac Sodium;C15;C;15;Others;Others;NA;7
Dicloxacillin Sodium;C16;C;16;Others;Others;NA;7
Flufenamic acid;C17;C;17;Others;Others;NA;7
DMSO;C18;C;18;NA;NA;NA;7
Ospemifene;C19;C;19;Estrogen/progestogen Receptor;Endocrinology & Hormones;NA;7
Clopidol;C20;C;20;Others;Others;NA;7
Promethazine HCl;C21;C;21;Histamine Receptor;Neuronal Signaling;NA;7
DMSO;C22;C;22;NA;NA;NA;7
Cobimetinib (GDC-0973, RG7420);C23;C;23;MEK;MAPK;NA;7
Ozanimod (RPC1063);C24;C;24;S1P Receptor;GPCR & G Protein;NA;7
Carbadox;D01;D;1;Others;Others;NA;7
Diethylcarbamazine (citrate);D02;D;2;others;Others;NA;7
Metaraminol Bitartrate;D03;D;3;Others;Others;NA;7
Terpin (hydrate);D04;D;4;others;Others;NA;7
Ractopamine HCl;D05;D;5;Others;Others;NA;7
Docusate Sodium;D06;D;6;others;Others;NA;7
Phthalylsulfacetamide;D07;D;7;Others;Others;NA;7
Benzyl benzoate;D08;D;8;others;Others;NA;7
Proadifen HCl;D09;D;9;Others;Others;NA;7
Diflunisal;D10;D;10;COX;Neuronal Signaling;NA;7
Isoxicam;D11;D;11;Others;Others;NA;7
Cefuroxime sodium;D12;D;12;others;Others;NA;7
Eltrombopag;D13;D;13;Others;Others;NA;7
Hexachlorophene;D14;D;14;potassium channel;Transmembrane Transporters;NA;7
Cefotaxime sodium;D15;D;15;others;Others;NA;7
Lesinurad;D16;D;16;others;Others;NA;7
Furazolidone;D17;D;17;others;Others;NA;7
Atipamezole;D18;D;18;Adrenergic receptor;GPCR & G Protein;NA;7
Triclosan;D19;D;19;others;Others;NA;7
Glycopyrrolate;D20;D;20;AChR;Neuronal Signaling;NA;7
Bronopol;D21;D;21;others;Others;NA;7
Procaine;D22;D;22;Sodium Channel;Transmembrane Transporters;NA;7
Riociguat (BAY 63-2521);D23;D;23;Others;Others;NA;7
DMSO;D24;D;24;NA;NA;NA;7
Teriflunomide;E01;E;1;Others;Others;NA;7
DMSO;E02;E;2;NA;NA;NA;7
Mezlocillin Sodium;E03;E;3;Others;Others;NA;7
Valganciclovir HCl;E04;E;4;Others;Others;NA;7
Betamipron;E05;E;5;Others;Others;NA;7
DMSO;E06;E;6;NA;NA;NA;7
Florfenicol;E07;E;7;Others;Others;NA;7
Griseofulvin;E08;E;8;Microtubule Associated;Cytoskeletal Signaling;NA;7
Montelukast Sodium;E09;E;9;Others;Others;NA;7
DMSO;E10;E;10;NA;NA;NA;7
Piperacillin Sodium;E11;E;11;Others;Others;NA;7
Halobetasol Propionate;E12;E;12;Others;Others;NA;7
Phenazopyridine HCl;E13;E;13;Others;Others;NA;7
DMSO;E14;E;14;NA;NA;NA;7
Sulfamethoxypyridazine;E15;E;15;Others;Others;NA;7
Desvenlafaxine Succinate;E16;E;16;5-HT Receptor;Neuronal Signaling;NA;7
Vinorelbine Tartrate;E17;E;17;Microtubule Associated;Cytoskeletal Signaling;NA;7
DMSO;E18;E;18;NA;NA;NA;7
Anidulafungin (LY303366);E19;E;19;Others;Others;NA;7
Bacitracin;E20;E;20;Others;Others;NA;7
Procainamide HCl;E21;E;21;Sodium Channel;Transmembrane Transporters;NA;7
DMSO;E22;E;22;NA;NA;NA;7
ABT-199 (GDC-0199);E23;E;23;Bcl-2;Apoptosis;NA;7
Napabucasin;E24;E;24;STAT;JAK/STAT;NA;7
Diphenylpyraline HCl;F01;F;1;Others;Others;NA;7
Diiodohydroxyquinoline;F02;F;2;others;Others;NA;7
Meticrane;F03;F;3;Others;Others;NA;7
Tyloxapol;F04;F;4;others;Others;NA;7
Terfenadine;F05;F;5;Others;Others;NA;7
Amodiaquin (dihydrochloride dihydrate);F06;F;6;others;Others;NA;7
Carbenoxolone Sodium;F07;F;7;Others;Others;NA;7
Benzyl alcohol;F08;F;8;others;Others;NA;7
Pyrilamine Maleate;F09;F;9;Others;Others;NA;7
Mebendazole;F10;F;10;others;Others;NA;7
Nifenazone;F11;F;11;Others;Others;NA;7
5,5-Dimethyloxazolidine-2,4-dione;F12;F;12;others;Others;NA;7
6-Mercaptopurine (6-MP) Monohydrate;F13;F;13;DNA/RNA Synthesis;DNA Damage;NA;7
Isosorbide Mononitrate;F14;F;14;others;Others;NA;7
Chloroxylenol;F15;F;15;others;Others;NA;7
Tedizolid Phosphate;F16;F;16;others;Others;NA;7
Idramantone;F17;F;17;others;Others;NA;7
Etoricoxib;F18;F;18;COX;Neuronal Signaling;NA;7
Trihexyphenidyl hydrochloride;F19;F;19;AChR;Neuronal Signaling;NA;7
Tiagabine hydrochloride;F20;F;20;GABA Receptor;Neuronal Signaling;NA;7
Bucetin;F21;F;21;others;Others;NA;7
Benzocaine hydrochloride;F22;F;22;Sodium Channel;Transmembrane Transporters;NA;7
Molidustat (BAY 85-3934);F23;F;23;HIF;Angiogenesis;NA;7
DMSO;F24;F;24;NA;NA;NA;7
Coumarin;G01;G;1;Others;Others;NA;7
DMSO;G02;G;2;NA;NA;NA;7
Nicardipine HCl;G03;G;3;Others;Others;NA;7
Nabumetone;G04;G;4;COX;Neuronal Signaling;NA;7
Chlorquinaldol;G05;G;5;Others;Others;NA;7
DMSO;G06;G;6;NA;NA;NA;7
Furaltadone HCl;G07;G;7;Others;Others;NA;7
Decamethonium Bromide;G08;G;8;AChR;Neuronal Signaling;NA;7
Dirithromycin;G09;G;9;Others;Others;NA;7
DMSO;G10;G;10;NA;NA;NA;7
Mevastatin;G11;G;11;Others;Others;NA;7
Fenspiride HCl;G12;G;12;Others;Others;NA;7
Doxylamine Succinate;G13;G;13;Others;Others;NA;7
DMSO;G14;G;14;NA;NA;NA;7
Epinastine HCl;G15;G;15;Others;Others;NA;7
Desvenlafaxine;G16;G;16;5-HT Receptor;Neuronal Signaling;NA;7
Oxiracetam;G17;G;17;Others;Others;NA;7
DMSO;G18;G;18;NA;NA;NA;7
Micafungin Sodium;G19;G;19;Others;Others;NA;7
Azithromycin Dihydrate;G20;G;20;Others;Others;NA;7
Meclofenamate Sodium;G21;G;21;COX;Neuronal Signaling;NA;7
DMSO;G22;G;22;NA;NA;NA;7
Macitentan;G23;G;23;Endothelin Receptor;GPCR & G Protein;NA;7
Ripasudil (K-115);G24;G;24;ROCK;Cell Cycle;NA;7
Disopyramide Phosphate;H01;H;1;Others;Others;NA;7
DL-Panthenol;H02;H;2;others;Others;NA;7
Moxalactam Disodium;H03;H;3;Others;Others;NA;7
Resorcinol;H04;H;4;others;Others;NA;7
Tolazamide;H05;H;5;NA;Others;NA;7
Nitroxoline;H06;H;6;others;Others;NA;7
Nicotine Ditartrate;H07;H;7;Others;Others;NA;7
5-Chloro-8-hydroxy-7-iodoquinoline;H08;H;8;others;Others;NA;7
