Drug;Line;Pathway;Target;Enriched.Target;is.pathway.enriched;is.target.enriched
AT9283;D021T01;Others;Bcr-Abl, JAK, Aurora Kinase;aurora kinase;FALSE;TRUE
Aurora A Inhibitor I;D021T01;Cell Cycle;Aurora Kinase;NA;FALSE;FALSE
AVL-292;D021T01;Angiogenesis;BTK;NA;FALSE;FALSE
AZ 628;D021T01;MAPK;Raf;NA;FALSE;FALSE
AZ 960;D021T01;JAK/STAT;JAK;NA;FALSE;FALSE
AZ20;D021T01;PI3K/Akt/mTOR;ATM, ATR;NA;TRUE;FALSE
AZD1080;D021T01;PI3K/Akt/mTOR;GSK-3;NA;FALSE;FALSE
AZD1480;D021T01;JAK/STAT;JAK;NA;FALSE;FALSE
AZD2014;D021T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
AZD3463;D021T01;Protein Tyrosine Kinase;ALK;alk;FALSE;TRUE
AZD4547;D021T01;Angiogenesis;FGFR;NA;FALSE;FALSE
AZD5438;D021T01;Cell Cycle;CDK;NA;FALSE;FALSE
AZD7762;D021T01;Cell Cycle;Chk;NA;FALSE;FALSE
AZD8055;D021T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
AZD8330;D021T01;MAPK;MEK;NA;TRUE;FALSE
AZD9291;D021T01;Protein Tyrosine Kinase;EGFR;egfr;FALSE;TRUE
Barasertib (AZD1152-HQPA);D021T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
BGT226 (NVP-BGT226);D021T01;PI3K/Akt/mTOR;PI3K, mTOR;NA;FALSE;FALSE
BI 2536;D021T01;Others;PLK;NA;FALSE;FALSE
BIO;D021T01;PI3K/Akt/mTOR;GSK-3;NA;FALSE;FALSE
BKM120 (NVP-BKM120, Buparlisib);D021T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
BMS-265246;D021T01;Cell Cycle;CDK;NA;FALSE;FALSE
BMS-345541;D021T01;NF-_B;I_B, IKK;NA;FALSE;FALSE
BMS-536924;D021T01;Protein Tyrosine Kinase;IGF-1R;NA;FALSE;FALSE
BMS-754807;D021T01;Others;IGF-1R;NA;FALSE;FALSE
Bortezomib__0.2;D021T01;NA;PSMB1;NA;FALSE;FALSE
Bortezomib__1.0;D021T01;NA;PSMB1;NA;FALSE;FALSE
BX-912;D021T01;PI3K/Akt/mTOR;PDK-1;NA;FALSE;FALSE
BYL719;D021T01;PI3K/Akt/mTOR;PI3K;pi3k;FALSE;TRUE
CC-223;D021T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
Cediranib (AZD2171);D021T01;Protein Tyrosine Kinase;VEGFR, Flt;vegfr;FALSE;TRUE
CEP-33779;D021T01;JAK/STAT;JAK;NA;FALSE;FALSE
CH5132799;D021T01;PI3K/Akt/mTOR;PI3K, mTOR;pi3k;FALSE;TRUE
CHIR-124;D021T01;Cell Cycle;Chk;NA;FALSE;FALSE
CHIR-98014;D021T01;PI3K/Akt/mTOR;GSK-3;NA;FALSE;FALSE
CNX-2006;D021T01;Protein Tyrosine Kinase;EGFR;egfr;FALSE;TRUE
CO-1686 (AVL-301);D021T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
CP-673451;D021T01;Protein Tyrosine Kinase;PDGFR;NA;FALSE;FALSE
Crenolanib (CP-868596);D021T01;Protein Tyrosine Kinase;PDGFR;NA;FALSE;FALSE
Crizotinib (PF-02341066);D021T01;Others;c-Met, ALK;alk;FALSE;TRUE
CUDC-101;D021T01;Epigenetics;HDAC, EGFR, HER2;egfr;FALSE;TRUE
CUDC-907;D021T01;Cytoskeletal Signaling;HDAC, PI3K;NA;FALSE;FALSE
CX-6258 HCl;D021T01;JAK/STAT;Pim;NA;FALSE;FALSE
CYC116;D021T01;Cell Cycle;Aurora Kinase, VEGFR;NA;TRUE;FALSE
Dabrafenib (GSK2118436);D021T01;MAPK;Raf;NA;FALSE;FALSE
Dacomitinib (PF299804, PF299);D021T01;Protein Tyrosine Kinase;EGFR;egfr;FALSE;TRUE
Danusertib (PHA-739358);D021T01;Others;Aurora Kinase, FGFR, Bcr-Abl, c-RET, Src;aurora kinase;FALSE;TRUE
Dasatinib;D021T01;Angiogenesis;Src, Bcr-Abl, c-Kit;NA;FALSE;FALSE
DCC-2036 (Rebastinib);D021T01;Angiogenesis;Bcr-Abl;NA;FALSE;FALSE
Dinaciclib (SCH727965);D021T01;Cell Cycle;CDK;NA;FALSE;FALSE
Dovitinib (TKI-258, CHIR-258);D021T01;Angiogenesis;c-Kit, FGFR, Flt, VEGFR, PDGFR;pdgfr;FALSE;TRUE
Dovitinib (TKI-258) Dilactic Acid;D021T01;Angiogenesis;Flt, FGFR, PDGFR, VEGFR, c-Kit;pdgfr;FALSE;TRUE
ENMD-2076;D021T01;Angiogenesis;Flt, Aurora Kinase, VEGFR;aurora kinase;FALSE;TRUE
Entrectinib (RXDX-101);D021T01;Protein Tyrosine Kinase;Trk receptor;NA;FALSE;FALSE
Flavopiridol (Alvocidib);D021T01;Cell Cycle;CDK;NA;FALSE;FALSE
Flavopiridol HCl;D021T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Fostamatinib (R788);D021T01;Angiogenesis;Syk;NA;FALSE;FALSE
FRAX597;D021T01;Cytoskeletal Signaling;PAK;NA;FALSE;FALSE
GDC-0349;D021T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
GDC-0980 (RG7422);D021T01;PI3K/Akt/mTOR;mTOR, PI3K;NA;FALSE;FALSE
GF109203X;D021T01;TGF-beta/Smad;PKC;NA;FALSE;FALSE
Go 6983;D021T01;TGF-beta/Smad;PKC;NA;FALSE;FALSE
Golvatinib (E7050);D021T01;Protein Tyrosine Kinase;c-Met, VEGFR;NA;FALSE;FALSE
GSK1838705A;D021T01;Protein Tyrosine Kinase;IGF-1, ALK;NA;FALSE;FALSE
GSK2126458 (GSK458);D021T01;PI3K/Akt/mTOR;PI3K, mTOR;NA;FALSE;FALSE
GSK2292767;D021T01;PI3K/Akt/mTOR;PI3K;NA;TRUE;FALSE
GSK2636771;D021T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
GSK461364;D021T01;Cell Cycle;PLK;NA;FALSE;FALSE
GZD824;D021T01;Angiogenesis;Bcr-Abl;NA;FALSE;FALSE
Hesperadin;D021T01;Cell Cycle;Aurora Kinase;NA;FALSE;FALSE
HMN-214;D021T01;Cell Cycle;PLK;NA;FALSE;FALSE
HS-173;D021T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
HTH-01-015;D021T01;PI3K/Akt/mTOR;AMPK;NA;TRUE;FALSE
ICG-001;D021T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
IKK-16 (IKK Inhibitor VII);D021T01;NF-_B;IKK;NA;FALSE;FALSE
IMD 0354;D021T01;NF-_B;IKK;NA;FALSE;FALSE
INK 128 (MLN0128);D021T01;PI3K/Akt/mTOR;mTOR;NA;FALSE;FALSE
Irinotecan / SN-38__0.2;D021T01;NA;TOP1MT;NA;FALSE;FALSE
Irinotecan / SN-38__1.0;D021T01;NA;TOP1MT;NA;FALSE;FALSE
JNJ-7706621;D021T01;Cell Cycle;CDK, Aurora Kinase;aurora kinase;FALSE;TRUE
JNK Inhibitor IX;D021T01;MAPK;JNK;NA;FALSE;FALSE
JNK-IN-8;D021T01;MAPK;JNK;NA;FALSE;FALSE
K02288;D021T01;TGF-beta/Smad;TGF-beta, Smad;NA;FALSE;FALSE
KW-2449;D021T01;Angiogenesis;Flt, Bcr-Abl, Aurora Kinase;aurora kinase;FALSE;TRUE
KX2-391;D021T01;Angiogenesis;Src;NA;FALSE;FALSE
LDC000067;D021T01;Cell Cycle;CDK;NA;FALSE;FALSE
LDK378;D021T01;Protein Tyrosine Kinase;ALK;NA;FALSE;FALSE
LDN-214117;D021T01;TGF-beta/Smad;TGF-beta, Smad;NA;FALSE;FALSE
Linifanib (ABT-869);D021T01;Protein Tyrosine Kinase;PDGFR, VEGFR;pdgfr;FALSE;TRUE
LY2090314;D021T01;PI3K/Akt/mTOR;GSK-3;NA;FALSE;FALSE
LY2784544;D021T01;JAK/STAT;JAK;NA;FALSE;FALSE
LY2835219;D021T01;Cell Cycle;CDK;cdk;TRUE;TRUE
LY3023414;D021T01;PI3K/Akt/mTOR;Akt;NA;FALSE;FALSE
MEK162 (ARRY-162, ARRY-438162);D021T01;MAPK;MEK;NA;FALSE;FALSE
Milciclib (PHA-848125);D021T01;Cell Cycle;CDK;cdk;TRUE;TRUE
MK-5108 (VX-689);D021T01;Cell Cycle;Aurora Kinase;NA;TRUE;FALSE
MK-8745;D021T01;Cell Cycle;Aurora Kinase;NA;TRUE;FALSE
NVP-AEW541;D021T01;Protein Tyrosine Kinase;IGF-1R;NA;FALSE;FALSE
NVP-BSK805 2HCl;D021T01;JAK/STAT;JAK;NA;FALSE;FALSE
OSI-027;D021T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
OSI-420;D021T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
OSI-906 (Linsitinib);D021T01;Others;IGF-1R;NA;FALSE;FALSE
P276-00;D021T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Pacritinib (SB1518);D021T01;JAK/STAT;JAK;NA;FALSE;FALSE
PD0325901;D021T01;DNA Damage;MEK;NA;FALSE;FALSE
PD168393;D021T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
PD173074;D021T01;Angiogenesis;FGFR, VEGFR;vegfr;FALSE;TRUE
PD173955;D021T01;Angiogenesis;Bcr-Abl;NA;FALSE;FALSE
PD184352 (CI-1040);D021T01;MAPK;MEK;NA;FALSE;FALSE
Pelitinib (EKB-569);D021T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
PF-00562271;D021T01;Angiogenesis;FAK;NA;FALSE;FALSE
PF-04691502;D021T01;PI3K/Akt/mTOR;mTOR, PI3K, Akt;NA;FALSE;FALSE
PF-3758309;D021T01;Cytoskeletal Signaling;PAK;NA;FALSE;FALSE
PF-431396;D021T01;Angiogenesis;FAK;NA;FALSE;FALSE
PF-4708671;D021T01;PI3K/Akt/mTOR;S6 Kinase;NA;FALSE;FALSE
PF-477736;D021T01;Cell Cycle;Chk;NA;TRUE;FALSE
PF-562271;D021T01;Angiogenesis;FAK;NA;FALSE;FALSE
PF-573228;D021T01;Angiogenesis;FAK;NA;FALSE;FALSE
PHA-680632;D021T01;Cell Cycle;Aurora Kinase;aurora kinase;FALSE;TRUE
PHA-767491;D021T01;Cell Cycle;CDK;cdk;TRUE;TRUE
PHA-793887;D021T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Piceatannol;D021T01;Angiogenesis;Syk;NA;FALSE;FALSE
PIK-93;D021T01;PI3K/Akt/mTOR;PI3K, VEGFR;vegfr;FALSE;TRUE
Pimasertib (AS-703026);D021T01;MAPK;MEK;NA;FALSE;FALSE
Ponatinib (AP24534);D021T01;Angiogenesis;Bcr-Abl, VEGFR, FGFR, PDGFR, Flt;bcr-abl;FALSE;TRUE
PP1;D021T01;Angiogenesis;Src;NA;FALSE;FALSE
PP121;D021T01;Protein Tyrosine Kinase;DNA-PK, mTOR, PDGF;NA;FALSE;FALSE
PP2;D021T01;Angiogenesis;Src;NA;FALSE;FALSE
PP242;D021T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
PQ 401;D021T01;Protein Tyrosine Kinase;IGF-1R;NA;FALSE;FALSE
PRI-724;D021T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
PRT062607 (P505-15, BIIB057) HCl;D021T01;Angiogenesis;Syk;NA;FALSE;FALSE
Purvalanol A;D021T01;Cell Cycle;CDK;NA;FALSE;FALSE
Quizartinib (AC220);D021T01;Angiogenesis;Flt;NA;FALSE;FALSE
R547;D021T01;Cell Cycle;CDK;cdk;TRUE;TRUE
RAF265 (CHIR-265);D021T01;MAPK;Raf, VEGFR;NA;FALSE;FALSE
Refametinib (RDEA119, Bay 86-9766);D021T01;Others;MEK;mek;FALSE;TRUE
RepSox;D021T01;TGF-beta/Smad;TGF-beta, Smad;NA;FALSE;FALSE
Rigosertib (ON-01910);D021T01;Cell Cycle;PLK;NA;FALSE;FALSE
Ro 31-8220 Mesylate;D021T01;TGF-beta/Smad;PKC;NA;FALSE;FALSE
Ro3280;D021T01;Cell Cycle;PLK;NA;TRUE;FALSE
Saracatinib (AZD0530);D021T01;Angiogenesis;Src, Bcr-Abl;bcr-abl;FALSE;TRUE
SC1;D021T01;MAPK;ERK;NA;FALSE;FALSE
Selumetinib (AZD6244);D021T01;MAPK;MEK;mek;FALSE;TRUE
Semaxanib (SU5416);D021T01;Protein Tyrosine Kinase;VEGFR;NA;FALSE;FALSE
SGI-1776 free base;D021T01;JAK/STAT;Pim;NA;FALSE;FALSE
SGI-7079;D021T01;Protein Tyrosine Kinase;VEGFR;NA;FALSE;FALSE
SNS-032 (BMS-387032);D021T01;Others;CDK;cdk;FALSE;TRUE
SNS-314 Mesylate;D021T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
Staurosporine_500nM;D021T01;NA;NA;NA;FALSE;FALSE
SU9516;D021T01;Cell Cycle;CDK;NA;TRUE;FALSE
Sunitinib Malate;D021T01;Microbiology;VEGFR, PDGFR, c-Kit, Flt;c-kit;FALSE;TRUE
TAE226 (NVP-TAE226);D021T01;Angiogenesis;FAK;NA;FALSE;FALSE
TAK-632;D021T01;MAPK;Raf;NA;FALSE;FALSE
TAK-733;D021T01;MAPK;MEK;mek;FALSE;TRUE
TAK-901;D021T01;Cell Cycle;Aurora Kinase;NA;TRUE;FALSE
Temsirolimus (CCI-779, NSC 683864);D021T01;Neuronal Signaling;mTOR;mtor;FALSE;TRUE
Tepotinib (EMD 1214063);D021T01;Protein Tyrosine Kinase;c-Met;NA;FALSE;FALSE
TG101209;D021T01;JAK/STAT;Flt, JAK, c-RET;NA;FALSE;FALSE
TG101348 (SAR302503);D021T01;JAK/STAT;JAK;NA;FALSE;FALSE
Tivantinib (ARQ 197);D021T01;Protein Tyrosine Kinase;c-Met;NA;FALSE;FALSE
Torin 2;D021T01;PI3K/Akt/mTOR;mTOR;NA;FALSE;FALSE
TPCA-1;D021T01;NF-_B;IKK;NA;FALSE;FALSE
Trametinib (GSK1120212);D021T01;MAPK;MEK;NA;TRUE;FALSE
Triciribine;D021T01;Others;Akt;NA;FALSE;FALSE
TWS119;D021T01;PI3K/Akt/mTOR;GSK-3;NA;TRUE;FALSE
Tyrphostin 9;D021T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
U0126-EtOH;D021T01;Others;MEK;NA;FALSE;FALSE
Ulixertinib (BVD-523, VRT752271);D021T01;MAPK;ERK;NA;TRUE;FALSE
Vacquinol-1;D021T01;MAPK;JNK;NA;FALSE;FALSE
VPS34-IN1;D021T01;PI3K/Akt/mTOR;PI3K;NA;TRUE;FALSE
VS-5584 (SB2343);D021T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
VX-11e;D021T01;MAPK;ERK;NA;TRUE;FALSE
VX-680 (Tozasertib, MK-0457);D021T01;Endocrinology & Hormones;Aurora Kinase;aurora kinase;FALSE;TRUE
WIKI4;D021T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
Wnt agonist 1;D021T01;Stem Cells &  Wnt;Wnt, beta-catenin;NA;FALSE;FALSE
WYE-125132 (WYE-132);D021T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
WZ3146;D021T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
WZ4003;D021T01;PI3K/Akt/mTOR;AMPK;NA;FALSE;FALSE
YO-01027;D021T01;Proteases;Gamma-secretase;NA;FALSE;FALSE
ZM 447439;D021T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
A-674563;D022T01;PI3K/Akt/mTOR;Akt, CDK, PKA;cdk;FALSE;TRUE
AC480 (BMS-599626);D022T01;Neuronal Signaling;HER2;NA;FALSE;FALSE
AEE788 (NVP-AEE788);D022T01;Protein Tyrosine Kinase;EGFR, Flt, VEGFR, HER2;NA;FALSE;FALSE
Alisertib (MLN8237);D022T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
AMG-900;D022T01;Cell Cycle;Aurora Kinase;NA;TRUE;FALSE
AP26113;D022T01;Protein Tyrosine Kinase;ALK;NA;TRUE;FALSE
AST-1306;D022T01;Protein Tyrosine Kinase;EGFR;NA;TRUE;FALSE
AT7519;D022T01;Cell Cycle;CDK;NA;FALSE;FALSE
AT7867;D022T01;PI3K/Akt/mTOR;Akt, S6 kinase;akt;TRUE;TRUE
AT9283;D022T01;Others;Bcr-Abl, JAK, Aurora Kinase;NA;FALSE;FALSE
Aurora A Inhibitor I;D022T01;Cell Cycle;Aurora Kinase;NA;FALSE;FALSE
AZ20;D022T01;PI3K/Akt/mTOR;ATM, ATR;NA;TRUE;FALSE
AZD1480;D022T01;JAK/STAT;JAK;NA;FALSE;FALSE
AZD2014;D022T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
AZD2858;D022T01;PI3K/Akt/mTOR;GSK-3;NA;FALSE;FALSE
AZD3463;D022T01;Protein Tyrosine Kinase;ALK;NA;TRUE;FALSE
AZD3759;D022T01;Protein Tyrosine Kinase;EGFR;egfr;FALSE;TRUE
AZD5438;D022T01;Cell Cycle;CDK;cdk;TRUE;TRUE
AZD6738;D022T01;PI3K/Akt/mTOR;ATM, ATR;NA;FALSE;FALSE
AZD7762;D022T01;Cell Cycle;Chk;NA;FALSE;FALSE
AZD8330;D022T01;MAPK;MEK;NA;FALSE;FALSE
AZD9291;D022T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
Barasertib (AZD1152-HQPA);D022T01;Others;Aurora Kinase;NA;FALSE;FALSE
BGT226 (NVP-BGT226);D022T01;PI3K/Akt/mTOR;PI3K, mTOR;NA;FALSE;FALSE
BI 2536;D022T01;Others;PLK;NA;FALSE;FALSE
BKM120 (NVP-BKM120, Buparlisib);D022T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
BMS-265246;D022T01;Cell Cycle;CDK;NA;FALSE;FALSE
BMS-754807;D022T01;Others;IGF-1R;NA;FALSE;FALSE
Bortezomib__0.2;D022T01;NA;PSMB1;NA;FALSE;FALSE
Bortezomib__1.0;D022T01;NA;PSMB1;NA;FALSE;FALSE
BX-912;D022T01;PI3K/Akt/mTOR;PDK-1;NA;FALSE;FALSE
CC-223;D022T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
CHIR-124;D022T01;Cell Cycle;Chk;NA;TRUE;FALSE
CHIR-98014;D022T01;PI3K/Akt/mTOR;GSK-3;NA;TRUE;FALSE
CNX-2006;D022T01;Protein Tyrosine Kinase;EGFR;NA;TRUE;FALSE
CP-673451;D022T01;Protein Tyrosine Kinase;PDGFR;NA;FALSE;FALSE
Crenolanib (CP-868596);D022T01;Protein Tyrosine Kinase;PDGFR;NA;FALSE;FALSE
Crizotinib (PF-02341066);D022T01;Others;c-Met, ALK;NA;FALSE;FALSE
CUDC-101;D022T01;Epigenetics;HDAC, EGFR, HER2;egfr;FALSE;TRUE
CUDC-907;D022T01;Cytoskeletal Signaling;HDAC, PI3K;NA;TRUE;FALSE
CYC116;D022T01;Cell Cycle;Aurora Kinase, VEGFR;aurora kinase;FALSE;TRUE
Danusertib (PHA-739358);D022T01;Others;Aurora Kinase, FGFR, Bcr-Abl, c-RET, Src;aurora kinase;FALSE;TRUE
Dinaciclib (SCH727965);D022T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Dovitinib (TKI-258) Dilactic Acid;D022T01;Angiogenesis;Flt, FGFR, PDGFR, VEGFR, c-Kit;NA;TRUE;FALSE
ENMD-2076;D022T01;Angiogenesis;Flt, Aurora Kinase, VEGFR;aurora kinase;FALSE;TRUE
ERK5-IN-1;D022T01;MAPK;ERK;NA;FALSE;FALSE
Flavopiridol (Alvocidib);D022T01;Cell Cycle;CDK;NA;FALSE;FALSE
Flavopiridol HCl;D022T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Fostamatinib (R788);D022T01;Angiogenesis;Syk;NA;TRUE;FALSE
FRAX597;D022T01;Cytoskeletal Signaling;PAK;NA;TRUE;FALSE
GDC-0349;D022T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
GDC-0980 (RG7422);D022T01;PI3K/Akt/mTOR;mTOR, PI3K;mtor;TRUE;TRUE
Gefitinib (ZD1839);D022T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
Golvatinib (E7050);D022T01;Protein Tyrosine Kinase;c-Met, VEGFR;NA;TRUE;FALSE
GSK1838705A;D022T01;Protein Tyrosine Kinase;IGF-1, ALK;NA;FALSE;FALSE
GSK2126458 (GSK458);D022T01;PI3K/Akt/mTOR;PI3K, mTOR;NA;TRUE;FALSE
GSK2292767;D022T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
GSK2334470;D022T01;PI3K/Akt/mTOR;PDK-1;NA;TRUE;FALSE
GSK461364;D022T01;Cell Cycle;PLK;NA;FALSE;FALSE
GSK690693;D022T01;Others;Akt;NA;FALSE;FALSE
GZD824;D022T01;Angiogenesis;Bcr-Abl;NA;FALSE;FALSE
Hesperadin;D022T01;Cell Cycle;Aurora Kinase;NA;FALSE;FALSE
HMN-214;D022T01;Cell Cycle;PLK;NA;FALSE;FALSE
HS-173;D022T01;PI3K/Akt/mTOR;PI3K;NA;FALSE;FALSE
HTH-01-015;D022T01;PI3K/Akt/mTOR;AMPK;NA;FALSE;FALSE
IKK-16 (IKK Inhibitor VII);D022T01;NF-_B;IKK;NA;FALSE;FALSE
Imatinib Mesylate (STI571);D022T01;Protein Tyrosine Kinase;PDGFR, c-Kit, Bcr-Abl;NA;TRUE;FALSE
INK 128 (MLN0128);D022T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
Irinotecan / SN-38__0.2;D022T01;NA;TOP1MT;NA;FALSE;FALSE
Irinotecan / SN-38__1.0;D022T01;NA;TOP1MT;NA;FALSE;FALSE
JNJ-7706621;D022T01;Cell Cycle;CDK, Aurora Kinase;NA;FALSE;FALSE
JNK Inhibitor IX;D022T01;MAPK;JNK;NA;FALSE;FALSE
JNK-IN-8;D022T01;MAPK;JNK;NA;FALSE;FALSE
KU-0063794;D022T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
KW-2449;D022T01;Angiogenesis;Flt, Bcr-Abl, Aurora Kinase;aurora kinase;FALSE;TRUE
KX2-391;D022T01;Angiogenesis;Src;NA;TRUE;FALSE
LDC000067;D022T01;Cell Cycle;CDK;NA;FALSE;FALSE
LDK378;D022T01;Protein Tyrosine Kinase;ALK;NA;FALSE;FALSE
LY2090314;D022T01;PI3K/Akt/mTOR;GSK-3;NA;TRUE;FALSE
LY2603618;D022T01;Cell Cycle;Chk;NA;TRUE;FALSE
LY3023414;D022T01;PI3K/Akt/mTOR;Akt;NA;FALSE;FALSE
MEK162 (ARRY-162, ARRY-438162);D022T01;MAPK;MEK;NA;TRUE;FALSE
Milciclib (PHA-848125);D022T01;Cell Cycle;CDK;cdk;TRUE;TRUE
MK-2206 2HCl;D022T01;Others;Akt;akt;FALSE;TRUE
MK-5108 (VX-689);D022T01;Cell Cycle;Aurora Kinase;NA;TRUE;FALSE
MK-8745;D022T01;Cell Cycle;Aurora Kinase;NA;TRUE;FALSE
Mubritinib (TAK 165);D022T01;Protein Tyrosine Kinase;HER2;NA;FALSE;FALSE
NVP-AEW541;D022T01;Protein Tyrosine Kinase;IGF-1R;NA;FALSE;FALSE
OSI-420;D022T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
OSI-906 (Linsitinib);D022T01;Others;IGF-1R;NA;FALSE;FALSE
P276-00;D022T01;Cell Cycle;CDK;cdk;TRUE;TRUE
Pacritinib (SB1518);D022T01;JAK/STAT;JAK;NA;FALSE;FALSE
PD0325901;D022T01;DNA Damage;MEK;mek;FALSE;TRUE
PD168393;D022T01;Protein Tyrosine Kinase;EGFR;egfr;FALSE;TRUE
PD318088;D022T01;MAPK;MEK;mek;TRUE;TRUE
Pelitinib (EKB-569);D022T01;Protein Tyrosine Kinase;EGFR;NA;FALSE;FALSE
PF-00562271;D022T01;Angiogenesis;FAK;NA;FALSE;FALSE
PF-04691502;D022T01;PI3K/Akt/mTOR;mTOR, PI3K, Akt;mtor;TRUE;TRUE
PF-3758309;D022T01;Cytoskeletal Signaling;PAK;NA;TRUE;FALSE
PF-4708671;D022T01;PI3K/Akt/mTOR;S6 Kinase;NA;FALSE;FALSE
PF-477736;D022T01;Cell Cycle;Chk;NA;TRUE;FALSE
PF-543;D022T01;GPCR & G Protein;SphK1;NA;FALSE;FALSE
PF-562271;D022T01;Angiogenesis;FAK;NA;TRUE;FALSE
PHA-680632;D022T01;Cell Cycle;Aurora Kinase;aurora kinase;FALSE;TRUE
PHA-767491;D022T01;Cell Cycle;CDK;NA;FALSE;FALSE
PHA-793887;D022T01;Cell Cycle;CDK;NA;FALSE;FALSE
PIK-93;D022T01;PI3K/Akt/mTOR;PI3K, VEGFR;NA;FALSE;FALSE
Pimasertib (AS-703026);D022T01;MAPK;MEK;mek;TRUE;TRUE
PP121;D022T01;Protein Tyrosine Kinase;DNA-PK, mTOR, PDGF;NA;FALSE;FALSE
PRT062607 (P505-15, BIIB057) HCl;D022T01;Angiogenesis;Syk;NA;FALSE;FALSE
R547;D022T01;Cell Cycle;CDK;NA;FALSE;FALSE
RAF265 (CHIR-265);D022T01;MAPK;Raf, VEGFR;NA;FALSE;FALSE
Refametinib (RDEA119, Bay 86-9766);D022T01;Others;MEK;mek;FALSE;TRUE
Rigosertib (ON-01910);D022T01;Cell Cycle;PLK;NA;FALSE;FALSE
Ro 31-8220 Mesylate;D022T01;TGF-beta/Smad;PKC;NA;FALSE;FALSE
Ro3280;D022T01;Cell Cycle;PLK;NA;TRUE;FALSE
Saracatinib (AZD0530);D022T01;Angiogenesis;Src, Bcr-Abl;NA;FALSE;FALSE
SC1;D022T01;MAPK;ERK;NA;FALSE;FALSE
Selumetinib (AZD6244);D022T01;MAPK;MEK;NA;FALSE;FALSE
SGI-7079;D022T01;Protein Tyrosine Kinase;VEGFR;NA;FALSE;FALSE
SNS-032 (BMS-387032);D022T01;Others;CDK;NA;FALSE;FALSE
SNS-314 Mesylate;D022T01;Others;Aurora Kinase;aurora kinase;FALSE;TRUE
Staurosporine_500nM;D022T01;NA;NA;NA;FALSE;FALSE
SU6656;D022T01;Angiogenesis;Src;NA;FALSE;FALSE
SU9516;D022T01;Cell Cycle;CDK;NA;TRUE;FALSE
TAE226 (NVP-TAE226);D022T01;Angiogenesis;FAK;NA;TRUE;FALSE
TAK-733;D022T01;MAPK;MEK;NA;FALSE;FALSE
TAK-901;D022T01;Cell Cycle;Aurora Kinase;NA;TRUE;FALSE
Tepotinib (EMD 1214063);D022T01;Protein Tyrosine Kinase;c-Met;NA;FALSE;FALSE
TG101209;D022T01;JAK/STAT;Flt, JAK, c-RET;NA;FALSE;FALSE
TG101348 (SAR302503);D022T01;JAK/STAT;JAK;NA;FALSE;FALSE
Tivantinib (ARQ 197);D022T01;Protein Tyrosine Kinase;c-Met;NA;FALSE;FALSE
Torin 2;D022T01;PI3K/Akt/mTOR;mTOR;mtor;TRUE;TRUE
Trametinib (GSK1120212);D022T01;MAPK;MEK;NA;TRUE;FALSE
Triciribine;D022T01;Others;Akt;NA;FALSE;FALSE
Ulixertinib (BVD-523, VRT752271);D022T01;MAPK;ERK;NA;TRUE;FALSE
Vacquinol-1;D022T01;MAPK;JNK;NA;FALSE;FALSE
